Name,DateTime,AQI_CO,AQI_NO2,AQI_O3_1hr,AQI_O3_4hr,AQI_PM10,AQI_PM2.5,AQI_Site,Time
Civic,03/09/2019,,,24,20,35,32,35,6
Florey,03/09/2019,4,16,39,44,38,36,44,24
Monash,03/08/2019,2,21,40,49,49,86,86,24
Florey,03/08/2019,3,18,39,48,59,101,101,24
Civic,03/08/2019,,,32,38,53,37,53,24
Civic,03/07/2019,,,34,39,45,28,45,24
Monash,03/07/2019,2,7,50,58,51,87,87,24
Florey,03/07/2019,3,8,47,56,60,102,102,24
Civic,03/06/2019,,,21,26,19,22,26,24
Monash,03/06/2019,1,8,33,40,34,42,42,24
Florey,03/06/2019,2,9,31,37,57,78,78,24
Monash,03/05/2019,2,15,42,49,51,70,70,24
Civic,03/05/2019,,,22,30,72,101,101,24
Florey,03/05/2019,5,15,39,47,66,100,100,24
Civic,03/04/2019,,,40,48,58,58,58,24
Florey,03/04/2019,4,20,43,52,48,56,56,24
Monash,03/04/2019,2,12,46,55,43,49,55,24
Monash,03/03/2019,1,9,40,48,23,23,48,24
Civic,03/03/2019,,,35,43,37,31,43,24
Florey,03/03/2019,2,10,37,44,29,40,44,24
Florey,03/02/2019,2,3,45,46,30,27,46,24
Monash,03/02/2019,1,1,39,42,31,33,42,24
Civic,03/02/2019,,,42,44,34,37,44,24
Florey,03/01/2019,3,10,37,45,47,50,50,24
Civic,03/01/2019,,,33,40,54,57,57,24
Monash,03/01/2019,1,10,35,43,46,50,50,24
Civic,02/28/2019,,,44,53,56,50,56,24
Florey,02/28/2019,2,4,45,53,49,48,53,24
Monash,02/28/2019,1,3,49,58,49,45,58,24
Civic,02/27/2019,,,34,40,53,52,53,24
Monash,02/27/2019,2,16,41,51,54,42,54,24
Florey,02/27/2019,3,14,38,45,43,46,46,24
Monash,02/26/2019,4,9,45,53,52,38,53,24
Civic,02/26/2019,,,40,47,56,46,56,24
Florey,02/26/2019,3,14,44,54,43,44,54,24
Civic,02/25/2019,,,25,30,47,59,59,24
Monash,02/25/2019,1,4,31,38,32,23,38,24
Florey,02/25/2019,2,11,28,34,42,36,42,24
Monash,02/24/2019,1,0,21,26,23,19,26,24
Civic,02/24/2019,,,22,27,33,26,33,24
Florey,02/24/2019,1,0,22,27,31,23,31,24
Monash,02/23/2019,1,4,24,29,20,23,29,24
Civic,02/23/2019,,,24,29,28,26,29,24
Florey,02/23/2019,1,3,26,31,22,27,31,24
Monash,02/22/2019,1,4,26,30,18,18,30,24
Civic,02/22/2019,,,22,27,18,29,29,24
Florey,02/22/2019,2,3,26,31,21,26,31,24
Florey,02/21/2019,2,14,32,38,29,28,38,24
Monash,02/21/2019,0,7,33,38,20,20,38,24
Civic,02/21/2019,,,29,33,30,23,33,24
Florey,02/20/2019,2,4,36,44,46,30,46,24
Monash,02/20/2019,1,2,39,47,37,36,47,24
Civic,02/20/2019,,,33,41,46,41,46,24
Civic,02/19/2019,,,37,44,90,63,90,24
Monash,02/19/2019,2,12,42,49,68,57,68,24
Florey,02/19/2019,3,11,42,50,80,52,80,24
Monash,02/18/2019,2,14,52,63,60,41,63,24
Florey,02/18/2019,4,15,56,65,71,50,71,24
Civic,02/18/2019,,,50,60,88,54,88,24
Florey,02/17/2019,4,18,48,58,32,23,58,24
Civic,02/17/2019,,,44,54,48,25,54,24
Monash,02/17/2019,1,13,48,59,33,22,59,24
Florey,02/16/2019,3,16,32,39,34,29,39,24
Monash,02/16/2019,1,17,38,46,35,26,46,24
Civic,02/16/2019,,,29,36,41,34,41,24
Florey,02/15/2019,2,2,41,51,34,29,51,24
Civic,02/15/2019,,,43,51,43,33,51,24
Monash,02/15/2019,1,3,47,57,34,26,57,24
Florey,02/14/2019,2,9,35,42,70,24,70,24
Civic,02/14/2019,,,32,38,38,32,38,24
Monash,02/14/2019,1,8,36,44,35,20,44,24
Civic,02/13/2019,,,23,27,416,125,416,24
Monash,02/13/2019,1,2,26,31,310,95,310,24
Florey,02/13/2019,1,9,25,31,456,131,456,24
Florey,02/12/2019,2,13,33,39,384,124,384,24
Civic,02/12/2019,,,30,36,392,104,392,24
Monash,02/12/2019,1,14,34,41,287,82,287,24
Monash,02/11/2019,1,17,40,49,21,18,49,24
Civic,02/11/2019,,,36,43,36,20,43,24
Florey,02/11/2019,2,12,41,50,25,26,50,24
Civic,02/10/2019,,,30,37,16,20,37,24
Monash,02/10/2019,1,4,34,41,16,11,41,24
Florey,02/10/2019,1,5,33,41,19,26,41,24
Florey,02/09/2019,3,4,33,40,18,22,40,24
Civic,02/09/2019,,,30,36,85,27,85,24
Monash,02/09/2019,2,5,36,42,16,19,42,24
Florey,02/08/2019,3,11,47,56,16,24,56,24
Civic,02/08/2019,,,39,47,28,23,47,24
Monash,02/08/2019,2,8,47,56,16,15,56,24
Civic,02/07/2019,,,34,39,30,18,39,24
Florey,02/07/2019,2,4,39,46,22,22,46,24
Monash,02/07/2019,1,4,37,44,18,14,44,24
Monash,02/06/2019,2,5,33,39,16,21,39,24
Civic,02/06/2019,,,27,34,30,30,34,24
Florey,02/06/2019,3,2,35,43,21,23,43,24
Civic,02/05/2019,,,30,37,34,34,37,24
Monash,02/05/2019,2,5,37,45,28,21,45,24
Florey,02/05/2019,3,5,35,43,23,26,43,24
Monash,02/04/2019,2,7,52,63,42,19,63,24
Florey,02/04/2019,3,8,58,69,26,25,69,24
Civic,02/04/2019,,,48,57,39,28,57,24
Civic,02/03/2019,,,42,51,29,36,51,24
Florey,02/03/2019,2,3,48,59,19,19,59,24
Monash,02/03/2019,1,4,43,52,34,14,52,24
Civic,02/02/2019,,,31,37,26,13,37,24
Florey,02/02/2019,2,0,34,41,16,13,41,24
Monash,02/02/2019,1,1,36,43,13,10,43,24
Civic,02/01/2019,,,20,24,124,50,124,24
Monash,02/01/2019,1,0,21,26,88,42,88,24
Florey,02/01/2019,1,1,23,28,115,52,115,24
Florey,01/31/2019,2,7,49,57,116,56,116,24
Monash,01/31/2019,2,4,49,56,92,42,92,24
Civic,01/31/2019,,,43,49,129,52,129,24
Civic,01/30/2019,,,48,58,46,40,58,24
Monash,01/30/2019,2,5,56,66,32,27,66,24
Florey,01/30/2019,3,14,54,66,40,46,66,24
Monash,01/29/2019,2,8,56,69,26,30,69,24
Florey,01/29/2019,3,8,64,80,29,37,80,24
Civic,01/29/2019,,,57,69,26,38,69,24
Monash,01/28/2019,2,9,32,37,23,28,37,24
Civic,01/28/2019,,,34,39,34,33,39,24
Florey,01/28/2019,3,6,34,39,26,37,39,24
Civic,01/27/2019,,,37,44,80,57,80,24
Florey,01/27/2019,3,12,37,45,74,44,74,24
Monash,01/27/2019,2,10,40,47,73,44,73,24
Monash,01/26/2019,4,23,58,65,73,46,73,24
Florey,01/26/2019,4,18,55,65,74,59,74,24
Civic,01/26/2019,,,50,60,85,62,85,24
Florey,01/25/2019,4,22,66,81,48,57,81,24
Civic,01/25/2019,,,59,70,48,394,394,24
Monash,01/25/2019,3,24,66,80,43,32,80,24
Monash,01/24/2019,6,1,48,58,40,34,58,24
Civic,01/24/2019,,,42,50,44,48,50,24
Florey,01/24/2019,2,0,52,62,39,42,62,24
Civic,01/23/2019,,,58,67,53,49,67,24
Monash,01/23/2019,1,11,59,72,33,31,72,24
Florey,01/23/2019,3,12,66,76,41,38,76,24
Florey,01/22/2019,3,12,61,75,23,33,75,24
Civic,01/22/2019,,,54,67,40,28,67,24
Monash,01/22/2019,1,10,58,70,28,20,70,24
Civic,01/21/2019,,,50,60,44,23,60,24
Monash,01/21/2019,1,0,61,74,27,17,74,24
Florey,01/21/2019,2,2,56,69,21,39,69,24
Civic,01/20/2019,,,47,57,41,41,57,24
Monash,01/20/2019,4,0,48,58,36,32,58,24
Florey,01/20/2019,2,0,52,63,43,,63,24
Monash,01/19/2019,1,4,50,60,63,41,63,24
Civic,01/19/2019,,,48,59,73,55,73,24
Florey,01/19/2019,3,7,56,66,71,57,71,24
Florey,01/18/2019,3,8,71,82,70,82,82,24
Monash,01/18/2019,2,5,78,90,55,46,90,24
Civic,01/18/2019,,,64,75,77,63,77,24
Civic,01/17/2019,,,78,93,76,59,93,24
Florey,01/17/2019,6,16,86,101,68,70,101,24
Monash,01/17/2019,3,10,81,100,54,42,100,24
Monash,01/16/2019,1,15,60,71,51,33,71,24
Florey,01/16/2019,4,18,72,81,61,60,81,24
Civic,01/16/2019,,,65,73,69,55,73,24
Florey,01/15/2019,4,22,54,64,69,44,69,24
Monash,01/15/2019,3,21,56,69,58,40,69,24
Civic,01/15/2019,,,51,59,74,53,74,24
Civic,01/14/2019,,,55,69,45,31,69,24
Monash,01/14/2019,2,15,61,76,33,27,76,24
Florey,01/14/2019,3,17,63,77,34,26,77,24
Monash,01/13/2019,4,0,39,47,27,27,47,24
Florey,01/13/2019,3,6,41,45,31,31,45,24
Civic,01/13/2019,,,39,45,39,32,45,24
Monash,01/12/2019,8,3,44,54,18,17,54,24
Civic,01/12/2019,,,43,52,17,25,52,24
Florey,01/12/2019,2,12,51,60,19,28,60,24
Civic,01/11/2019,,,40,45,17,17,45,24
Monash,01/11/2019,6,5,46,53,12,16,53,24
Florey,01/11/2019,2,7,43,50,13,16,50,24
Florey,01/10/2019,2,0,41,44,18,21,44,24
Monash,01/10/2019,8,0,38,45,19,12,45,24
Civic,01/10/2019,,,35,38,26,10,38,24
Monash,01/09/2019,5,4,52,60,26,22,60,24
Florey,01/09/2019,3,5,46,56,22,39,56,24
Civic,01/09/2019,,,41,50,40,34,50,24
Monash,01/08/2019,4,4,50,59,22,22,59,24
Civic,01/08/2019,,,44,53,30,33,53,24
Florey,01/08/2019,3,6,50,61,21,46,61,24
Monash,01/07/2019,5,0,26,31,20,22,31,24
Florey,01/07/2019,2,1,30,34,22,35,35,24
Civic,01/07/2019,,,24,27,30,26,30,24
Monash,01/06/2019,9,0,35,43,46,41,46,24
Civic,01/06/2019,,,29,35,71,43,71,24
Florey,01/06/2019,4,0,33,40,62,35,62,24
Civic,01/05/2019,,,44,49,79,48,79,24
Florey,01/05/2019,4,5,48,53,64,37,64,24
Monash,01/05/2019,7,6,44,54,52,43,54,24
Civic,01/04/2019,,,65,78,49,46,78,24
Florey,01/04/2019,3,17,72,86,49,52,86,24
Monash,01/04/2019,3,18,65,79,41,40,79,24
Monash,01/03/2019,,1,58,64,52,39,64,24
Civic,01/03/2019,,,54,63,46,39,63,24
Florey,01/03/2019,2,3,59,70,47,36,70,24
Civic,01/02/2019,,,61,73,49,42,73,24
Florey,01/02/2019,3,9,67,79,48,46,79,24
Monash,01/02/2019,,2,60,74,53,39,74,24
Monash,01/01/2019,,10,40,49,29,24,49,24
Civic,01/01/2019,,,41,49,54,46,54,24
Florey,01/01/2019,4,13,43,51,36,35,51,24
Civic,12/31/2018,,,52,57,39,31,57,24
Florey,12/31/2018,3,8,55,63,40,32,63,24
Monash,12/31/2018,,9,50,57,34,19,57,24
Monash,12/30/2018,,5,47,59,35,28,59,24
Civic,12/30/2018,,,47,55,41,28,55,24
Florey,12/30/2018,3,11,49,58,43,34,58,24
Civic,12/29/2018,,,45,53,60,37,60,24
Monash,12/29/2018,,7,49,59,50,32,59,24
Florey,12/29/2018,3,10,48,58,49,73,73,24
Monash,12/28/2018,,9,51,61,49,32,61,24
Civic,12/28/2018,,,47,57,59,46,59,24
Florey,12/28/2018,4,15,49,60,49,62,62,24
Florey,12/27/2018,3,22,58,71,36,48,71,24
Monash,12/27/2018,,13,55,64,32,22,64,24
Civic,12/27/2018,,,56,66,44,45,66,24
Florey,12/26/2018,3,17,49,60,27,32,60,24
Civic,12/26/2018,,,45,55,31,26,55,24
Monash,12/26/2018,,10,50,58,24,19,58,24
Civic,12/25/2018,,,39,48,25,24,48,24
Florey,12/25/2018,4,15,43,51,20,34,51,24
Monash,12/25/2018,2,8,44,52,19,22,52,24
Monash,12/24/2018,3,15,35,43,10,16,43,24
Florey,12/24/2018,3,18,38,45,8,17,45,24
Civic,12/24/2018,,,36,42,19,16,42,24
Monash,12/23/2018,2,2,30,38,9,15,38,24
Florey,12/23/2018,1,4,29,36,7,17,36,24
Civic,12/23/2018,,,28,34,18,16,34,24
Civic,12/22/2018,,,21,25,14,13,25,24
Florey,12/22/2018,1,1,21,26,14,12,26,24
Monash,12/22/2018,2,0,22,25,12,17,25,24
Monash,12/21/2018,5,0,28,37,35,26,37,24
Florey,12/21/2018,2,3,29,39,41,38,41,24
Civic,12/21/2018,,,26,34,46,34,46,24
Florey,12/20/2018,3,9,55,66,40,42,66,24
Civic,12/20/2018,,,48,56,48,33,56,24
Monash,12/20/2018,5,3,50,61,38,24,61,24
Florey,12/19/2018,2,2,47,58,30,28,58,24
Civic,12/19/2018,,,44,53,28,21,53,24
Monash,12/19/2018,,0,51,62,25,27,62,24
Civic,12/18/2018,,,47,57,20,,57,24
Monash,12/18/2018,,2,52,64,33,31,64,24
Florey,12/18/2018,2,4,50,61,32,153,153,24
Monash,12/17/2018,,10,40,49,129,62,129,24
Florey,12/17/2018,4,10,42,52,166,67,166,24
Civic,12/17/2018,,,40,48,148,69,148,24
Civic,12/16/2018,,,39,47,426,175,426,24
Florey,12/16/2018,3,17,40,49,405,140,405,24
Monash,12/16/2018,,16,41,50,344,157,344,24
Monash,12/15/2018,2,12,36,44,269,124,269,24
Civic,12/15/2018,,,33,41,337,134,337,24
Florey,12/15/2018,2,11,35,43,292,100,292,24
Civic,12/14/2018,,,29,35,18,22,35,24
Florey,12/14/2018,2,9,33,37,13,18,37,24
Monash,12/14/2018,2,5,38,45,12,19,45,24
Civic,12/13/2018,,,32,37,25,29,37,24
Florey,12/13/2018,2,6,39,43,25,53,53,24
Monash,12/13/2018,2,4,40,46,20,20,46,24
Florey,12/12/2018,2,2,46,56,28,57,57,24
Monash,12/12/2018,1,1,46,57,26,23,57,24
Civic,12/12/2018,,,38,47,30,28,47,24
Monash,12/11/2018,2,2,37,45,20,19,45,24
Florey,12/11/2018,2,4,42,49,17,11,49,24
Civic,12/11/2018,,,34,38,19,20,38,24
Civic,12/10/2018,,,34,38,42,36,42,24
Monash,12/10/2018,2,8,41,49,37,29,49,24
Florey,12/10/2018,3,16,42,51,33,18,51,24
Civic,12/09/2018,,,41,47,43,39,47,24
Monash,12/09/2018,2,12,48,54,38,30,54,24
Florey,12/09/2018,5,20,48,55,37,36,55,24
Monash,12/08/2018,2,16,46,56,25,24,56,24
Civic,12/08/2018,,,39,47,33,68,68,24
Florey,12/08/2018,3,23,46,57,31,38,57,24
Civic,12/07/2018,,,35,42,30,50,50,24
Florey,12/07/2018,2,10,45,54,31,28,54,24
Monash,12/07/2018,1,5,51,62,26,26,62,24
Florey,12/06/2018,2,6,41,47,20,16,47,24
Monash,12/06/2018,1,7,40,47,21,18,47,24
Civic,12/06/2018,,,,,44,71,71,24
Monash,12/05/2018,1,0,29,35,20,15,35,24
Florey,12/05/2018,2,2,30,37,20,22,37,24
Civic,12/05/2018,,,19,22,42,72,72,24
Florey,12/04/2018,2,10,31,38,23,22,38,24
Monash,12/04/2018,1,7,38,44,20,16,44,24
Civic,12/04/2018,,,32,39,26,22,39,24
Florey,12/03/2018,1,4,26,33,47,13,47,24
Monash,12/03/2018,1,7,25,34,31,22,34,24
Civic,12/03/2018,,,22,31,42,30,42,24
Civic,12/02/2018,,,27,33,41,33,41,24
Monash,12/02/2018,3,15,31,39,32,20,39,24
Florey,12/02/2018,4,16,29,36,46,16,46,24
Florey,12/01/2018,4,20,38,46,17,51,51,24
Civic,12/01/2018,,,35,42,19,20,42,24
Monash,12/01/2018,3,18,40,48,18,18,48,24
Florey,11/30/2018,3,19,38,47,11,10,47,24
Monash,11/30/2018,2,17,38,47,11,9,47,24
Civic,11/30/2018,,,32,39,12,14,39,24
Civic,11/29/2018,,,25,28,7,15,28,24
Florey,11/29/2018,1,3,27,33,11,31,33,24
Monash,11/29/2018,1,0,28,32,8,7,32,24
Monash,11/28/2018,1,1,27,33,15,16,33,24
Civic,11/28/2018,,,24,29,18,19,29,24
Florey,11/28/2018,2,5,27,33,19,52,52,24
Monash,11/27/2018,1,4,37,44,15,16,44,24
Civic,11/27/2018,,,32,37,19,18,37,24
Florey,11/27/2018,2,6,36,43,21,26,43,24
Civic,11/26/2018,,,26,31,7,10,31,24
Monash,11/26/2018,1,1,28,34,6,8,34,24
Florey,11/26/2018,1,8,31,38,8,9,38,24
Monash,11/25/2018,1,3,27,33,16,8,33,24
Florey,11/25/2018,1,4,25,30,11,19,30,24
Civic,11/25/2018,,,23,28,9,20,28,24
Monash,11/24/2018,1,0,25,30,15,9,30,24
Florey,11/24/2018,1,3,26,31,8,12,31,24
Civic,11/24/2018,,,23,27,9,18,27,24
Monash,11/23/2018,1,0,23,29,33,16,33,24
Florey,11/23/2018,1,2,23,28,45,8,45,24
Civic,11/23/2018,,,20,24,41,17,41,24
Monash,11/22/2018,2,8,24,29,38,20,38,24
Florey,11/22/2018,2,11,24,28,45,24,45,24
Civic,11/22/2018,,,24,27,41,27,41,24
Civic,11/21/2018,,,32,41,38,32,41,24
Monash,11/21/2018,2,11,37,45,38,23,45,24
Florey,11/21/2018,3,13,36,44,38,,44,24
Civic,11/20/2018,,,40,50,27,23,50,24
Monash,11/20/2018,2,15,48,58,24,16,58,24
Florey,11/20/2018,2,19,47,58,21,19,58,24
Civic,11/19/2018,,,34,42,14,19,42,24
Florey,11/19/2018,2,5,41,50,12,14,50,24
Monash,11/19/2018,1,4,44,53,16,10,53,24
Civic,11/18/2018,,,22,27,17,18,27,24
Monash,11/18/2018,1,1,28,34,14,13,34,24
Florey,11/18/2018,1,1,26,32,17,10,32,24
Civic,11/17/2018,,,25,29,18,18,29,24
Florey,11/17/2018,1,3,31,38,16,12,38,24
Monash,11/17/2018,1,0,28,34,16,13,34,24
Florey,11/16/2018,1,3,34,42,17,62,62,24
Civic,11/16/2018,,,29,35,12,21,35,24
Monash,11/16/2018,1,1,36,44,15,14,44,24
Civic,11/15/2018,,,31,36,21,28,36,24
Monash,11/15/2018,2,8,36,43,21,21,43,24
Florey,11/15/2018,3,7,35,42,18,64,64,24
Monash,11/14/2018,2,10,39,47,33,26,47,24
Civic,11/14/2018,,,34,42,47,56,56,24
Florey,11/14/2018,3,10,35,43,51,37,51,24
Florey,11/13/2018,3,18,57,68,40,48,68,24
Monash,11/13/2018,2,9,58,72,30,25,72,24
Civic,11/13/2018,,,50,61,92,56,92,24
Monash,11/12/2018,1,6,53,64,26,18,64,24
Civic,11/12/2018,,,47,56,73,24,73,24
Florey,11/12/2018,2,20,51,61,36,23,61,24
Monash,11/11/2018,2,6,41,50,26,17,50,24
Civic,11/11/2018,,,34,42,20,21,42,24
Florey,11/11/2018,1,6,38,46,38,52,52,24
Civic,11/10/2018,,,33,41,21,24,41,24
Florey,11/10/2018,4,16,37,46,24,57,57,24
Monash,11/10/2018,3,13,38,47,19,17,47,24
Civic,11/09/2018,,,27,33,19,19,33,24
Monash,11/09/2018,2,16,33,40,15,8,40,24
Florey,11/09/2018,2,19,32,39,21,40,40,24
Monash,11/08/2018,1,1,27,33,12,14,33,24
Civic,11/08/2018,,,21,26,13,20,26,24
Florey,11/08/2018,2,10,23,29,15,42,42,24
Civic,11/07/2018,,,27,36,49,28,49,24
Florey,11/07/2018,2,16,25,28,16,38,38,24
Monash,11/07/2018,2,6,29,34,116,18,116,24
Florey,11/06/2018,2,13,49,60,35,52,60,24
Civic,11/06/2018,,,44,52,65,30,65,24
Monash,11/06/2018,2,7,50,61,28,21,61,24
Monash,11/05/2018,2,13,44,51,29,24,51,24
Civic,11/05/2018,,,34,42,41,29,42,24
Florey,11/05/2018,2,18,37,45,36,31,45,24
Florey,11/04/2018,2,17,41,48,38,9,48,24
Monash,11/04/2018,2,9,41,49,28,27,49,24
Civic,11/04/2018,,,36,44,35,26,44,24
Monash,11/03/2018,2,1,38,46,79,32,79,24
Florey,11/03/2018,2,11,35,44,92,36,92,24
Civic,11/03/2018,,,31,38,96,46,96,24
Florey,11/02/2018,2,7,39,49,89,38,89,24
Civic,11/02/2018,,,35,42,94,44,94,24
Monash,11/02/2018,2,5,40,50,84,30,84,24
Florey,11/01/2018,2,20,45,55,47,43,55,24
Civic,11/01/2018,,,38,46,48,48,48,24
Monash,11/01/2018,2,9,47,56,34,30,56,24
Florey,10/31/2018,4,23,41,50,39,37,50,24
Monash,10/31/2018,2,13,42,52,31,29,52,24
Civic,10/31/2018,,,36,42,40,31,42,24
Civic,10/30/2018,,,39,47,41,,47,24
Florey,10/30/2018,3,28,45,55,37,33,55,24
Monash,10/30/2018,2,15,45,56,29,28,56,24
Monash,10/29/2018,1,2,39,48,26,21,48,24
Florey,10/29/2018,1,5,39,48,31,27,48,24
Civic,10/29/2018,,,35,39,31,,39,24
Monash,10/28/2018,1,0,39,48,21,20,48,24
Florey,10/28/2018,1,6,39,48,27,29,48,24
Civic,10/28/2018,,,34,41,28,,41,24
Monash,10/27/2018,1,2,41,51,24,24,51,24
Florey,10/27/2018,1,10,40,50,32,28,50,24
Civic,10/27/2018,,,35,43,31,,43,24
Civic,10/26/2018,,,33,40,30,30,40,24
Florey,10/26/2018,3,20,38,47,45,29,47,24
Monash,10/26/2018,1,6,40,48,23,22,48,24
Monash,10/25/2018,1,3,40,48,20,17,48,24
Florey,10/25/2018,1,15,39,48,37,14,48,24
Civic,10/25/2018,,,32,39,28,23,39,24
Monash,10/24/2018,2,6,36,44,29,20,44,24
Florey,10/24/2018,1,3,35,43,46,38,46,24
Civic,10/24/2018,,,29,35,34,29,35,24
Florey,10/23/2018,6,15,44,54,82,38,82,24
Monash,10/23/2018,2,13,44,52,22,15,52,24
Civic,10/23/2018,,,38,46,28,29,46,24
Monash,10/22/2018,1,16,38,46,22,17,46,24
Civic,10/22/2018,,,33,40,21,24,40,24
Florey,10/22/2018,4,22,39,48,76,25,76,24
Florey,10/21/2018,2,4,35,43,30,22,43,24
Monash,10/21/2018,2,2,37,44,21,26,44,24
Civic,10/21/2018,,,31,38,28,32,38,24
Monash,10/20/2018,4,18,49,57,21,27,57,24
Florey,10/20/2018,6,20,45,53,28,28,53,24
Civic,10/20/2018,,,37,43,31,37,43,24
Civic,10/19/2018,,,39,48,23,29,48,24
Monash,10/19/2018,3,21,48,58,20,13,58,24
Florey,10/19/2018,4,24,46,57,19,21,57,24
Florey,10/18/2018,3,19,42,51,22,28,51,24
Civic,10/18/2018,,,34,42,22,35,42,24
Monash,10/18/2018,2,17,43,53,19,21,53,24
Florey,10/17/2018,2,5,43,50,26,32,50,24
Civic,10/17/2018,,,34,40,27,38,40,24
Monash,10/17/2018,2,5,47,56,23,24,56,24
Monash,10/16/2018,1,4,39,46,12,15,46,24
Florey,10/16/2018,2,2,38,45,12,14,45,24
Civic,10/16/2018,,,32,38,14,14,38,24
Civic,10/15/2018,,,28,34,17,14,34,24
Monash,10/15/2018,6,7,34,42,13,16,42,24
Florey,10/15/2018,6,5,34,41,16,12,41,24
Florey,10/14/2018,3,0,29,35,12,12,35,24
Monash,10/14/2018,3,1,29,35,11,12,35,24
Civic,10/14/2018,,,24,29,16,16,29,24
Florey,10/13/2018,1,2,35,42,7,10,42,24
Civic,10/13/2018,,,25,31,8,12,31,24
Monash,10/13/2018,1,3,30,37,5,6,37,24
Monash,10/12/2018,1,2,32,39,8,10,39,24
Civic,10/12/2018,,,26,32,13,17,32,24
Florey,10/12/2018,1,4,31,38,11,10,38,24
Civic,10/11/2018,,,26,32,13,15,32,24
Florey,10/11/2018,1,3,31,37,11,14,37,24
Monash,10/11/2018,1,1,30,35,8,9,35,24
Florey,10/10/2018,2,2,29,35,14,18,35,24
Civic,10/10/2018,,,26,31,20,19,31,24
Monash,10/10/2018,2,1,29,35,13,13,35,24
Florey,10/09/2018,2,11,38,46,12,17,46,24
Civic,10/09/2018,,,32,38,19,18,38,24
Monash,10/09/2018,3,7,42,51,13,10,51,24
Monash,10/08/2018,1,5,36,42,9,16,42,24
Civic,10/08/2018,,,26,31,14,20,31,24
Florey,10/08/2018,2,2,37,44,12,10,44,24
Monash,10/07/2018,2,9,30,36,14,18,36,24
Florey,10/07/2018,2,9,30,37,16,21,37,24
Civic,10/07/2018,,,24,30,17,20,30,24
Civic,10/06/2018,,,28,34,14,18,34,24
Florey,10/06/2018,1,7,34,42,13,13,42,24
Monash,10/06/2018,1,5,31,39,11,8,39,24
Civic,10/05/2018,,,24,30,7,14,30,24
Florey,10/05/2018,2,3,28,34,7,7,34,24
Monash,10/05/2018,1,2,28,34,6,14,34,24
Florey,10/04/2018,4,12,28,33,21,21,33,24
Civic,10/04/2018,,,24,29,32,25,32,24
Monash,10/04/2018,4,11,27,33,27,31,33,24
Florey,10/03/2018,4,15,35,43,35,28,43,24
Monash,10/03/2018,3,15,33,41,33,28,41,24
Civic,10/03/2018,,,29,35,42,30,42,24
Florey,10/02/2018,4,26,59,60,32,28,60,24
Monash,10/02/2018,5,27,41,50,25,29,50,24
Civic,10/02/2018,,,33,41,34,31,41,24
Florey,10/01/2018,3,18,35,43,21,23,43,24
Monash,10/01/2018,4,16,36,44,20,28,44,24
Civic,10/01/2018,,,29,35,26,22,35,24
Florey,09/30/2018,3,15,32,40,18,27,40,24
Civic,09/30/2018,,,28,34,25,22,34,24
Monash,09/30/2018,3,9,34,43,14,17,43,24
Civic,09/29/2018,,,28,33,43,27,43,24
Florey,09/29/2018,1,6,32,40,43,33,43,24
Monash,09/29/2018,2,4,32,39,30,34,39,24
Florey,09/28/2018,8,19,36,44,44,36,44,24
Civic,09/28/2018,,,30,37,47,34,47,24
Monash,09/28/2018,7,20,36,44,31,38,44,24
Monash,09/27/2018,4,22,37,45,15,19,45,24
Florey,09/27/2018,5,23,37,44,17,20,44,24
Civic,09/27/2018,,,32,37,23,25,37,24
Florey,09/26/2018,1,10,31,39,17,22,39,24
Civic,09/26/2018,,,26,33,17,16,33,24
Monash,09/26/2018,2,14,31,38,16,18,38,24
Monash,09/25/2018,4,12,34,43,16,20,43,24
Civic,09/25/2018,,,31,37,17,18,37,24
Florey,09/25/2018,3,19,34,42,17,25,42,24
Monash,09/24/2018,2,10,31,39,23,35,39,24
Civic,09/24/2018,,,28,34,28,30,34,24
Florey,09/24/2018,1,6,32,39,18,23,39,24
Florey,09/23/2018,3,9,33,41,26,29,41,24
Civic,09/23/2018,,,30,36,28,34,36,24
Monash,09/23/2018,7,15,35,44,26,41,44,24
Florey,09/22/2018,6,16,31,38,27,34,38,24
Civic,09/22/2018,,,26,32,28,30,32,24
Monash,09/22/2018,6,15,33,40,24,36,40,24
Florey,09/21/2018,5,18,31,37,24,36,37,24
Monash,09/21/2018,5,11,33,40,22,26,40,24
Civic,09/21/2018,,,25,31,25,21,31,24
Monash,09/20/2018,5,16,32,40,21,24,40,24
Florey,09/20/2018,5,19,30,37,34,29,37,24
Civic,09/20/2018,,,26,32,28,21,32,24
Civic,09/19/2018,,,29,35,40,28,40,24
Monash,09/19/2018,6,16,34,41,30,41,41,24
Florey,09/19/2018,7,19,33,41,41,51,51,24
Monash,09/18/2018,8,23,38,46,30,39,46,24
Florey,09/18/2018,9,23,38,47,36,52,52,24
Civic,09/18/2018,,,33,41,39,31,41,24
Florey,09/17/2018,5,22,34,42,25,40,42,24
Monash,09/17/2018,6,23,33,41,19,28,41,24
Civic,09/17/2018,,,28,34,25,25,34,24
Monash,09/16/2018,3,16,31,39,33,39,39,24
Florey,09/16/2018,2,15,30,37,42,36,42,24
Civic,09/16/2018,,,27,33,40,31,40,24
Monash,09/15/2018,8,16,31,38,39,53,53,24
Civic,09/15/2018,,,28,34,44,40,44,24
Florey,09/15/2018,10,17,30,37,45,50,50,24
Monash,09/14/2018,6,21,32,39,30,40,40,24
Civic,09/14/2018,,,27,32,34,30,34,24
