Name,DateTime,AQI_CO,AQI_NO2,AQI_O3_1hr,AQI_O3_4hr,AQI_PM10,AQI_PM2.5,AQI_Site,Time
Civic,09/28/2013,5,9,26,32,,,32,12
Monash,09/28/2013,6,14,30,36,24,27,36,12
Civic,09/27/2013,6,22,25,32,,,32,12
Monash,09/27/2013,2,21,27,35,18,22,35,12
Civic,09/26/2013,3,10,26,32,,,32,12
Monash,09/26/2013,5,13,31,37,29,25,37,12
Monash,09/25/2013,3,21,37,43,43,30,43,12
Civic,09/25/2013,3,24,28,33,22,,33,12
Civic,09/24/2013,3,15,27,31,22,,31,12
Monash,09/24/2013,2,9,35,41,41,,41,12
Monash,09/23/2013,10,20,32,38,27,,38,12
Civic,09/23/2013,4,19,23,28,21,,28,12
Civic,09/22/2013,5,18,25,28,18,,28,12
Monash,09/22/2013,7,15,28,30,24,,30,12
Monash,09/21/2013,4,9,31,37,10,,37,12
Civic,09/21/2013,3,12,25,31,11,,31,12
Monash,09/20/2013,2,9,31,37,13,,37,12
Civic,09/20/2013,1,11,27,31,19,,31,12
Monash,09/19/2013,1,2,31,39,9,,39,12
Civic,09/19/2013,2,12,29,36,14,,36,12
Monash,09/18/2013,2,2,31,38,8,,38,12
Civic,09/18/2013,3,7,28,35,9,,35,12
Civic,09/17/2013,9,13,23,29,8,,29,12
Monash,09/17/2013,2,8,26,32,10,,32,12
Civic,09/16/2013,9,10,23,28,14,,28,12
Monash,09/16/2013,2,9,26,31,12,,31,12
Civic,09/15/2013,2,8,29,36,9,,36,12
Monash,09/15/2013,6,5,35,42,8,,42,12
Monash,09/14/2013,6,12,33,39,8,,39,12
Civic,09/14/2013,3,14,28,34,10,,34,12
Monash,09/13/2013,4,9,32,39,8,,39,12
Civic,09/13/2013,5,12,29,36,13,,36,12
Monash,09/12/2013,1,14,29,36,10,,36,12
Civic,09/12/2013,5,8,26,32,15,,32,12
Civic,09/11/2013,2,7,29,37,22,,37,12
Monash,09/11/2013,2,3,30,38,16,,38,12
Civic,09/10/2013,1,7,29,36,27,,36,12
Monash,09/10/2013,3,2,32,40,22,,40,12
Monash,09/09/2013,4,12,36,43,19,,43,12
Civic,09/09/2013,0,11,29,35,20,,35,12
Monash,09/08/2013,1,17,33,40,19,,40,12
Civic,09/08/2013,0,12,29,35,22,,35,12
Civic,09/07/2013,6,14,29,35,36,,36,12
Monash,09/07/2013,5,15,32,40,32,,40,12
Civic,09/06/2013,6,19,26,32,36,,36,12
Monash,09/06/2013,4,18,33,40,30,,40,12
Monash,09/05/2013,6,19,29,34,29,,34,12
Civic,09/05/2013,5,18,20,25,32,,32,12
Monash,09/04/2013,7,16,36,45,30,,45,12
Civic,09/04/2013,5,20,30,36,33,,36,12
Monash,09/03/2013,6,26,39,46,25,,46,12
Civic,09/03/2013,5,27,33,37,27,,37,12
Monash,09/02/2013,11,15,34,40,25,,40,12
Civic,09/02/2013,3,15,27,32,22,,32,12
Civic,09/01/2013,4,20,30,36,18,,36,12
Monash,09/01/2013,11,18,34,41,29,,41,12
Monash,08/31/2013,5,20,30,37,22,,37,12
Civic,08/31/2013,5,18,25,31,18,,31,12
Civic,08/30/2013,4,17,26,33,27,,33,12
Monash,08/30/2013,9,19,30,37,27,,37,12
Civic,08/29/2013,7,22,16,20,27,,27,12
Monash,08/29/2013,9,22,26,32,27,,32,12
Monash,08/28/2013,8,13,32,37,22,,37,12
Civic,08/28/2013,6,11,25,30,21,,30,12
Monash,08/27/2013,9,13,27,32,23,,32,12
Civic,08/27/2013,5,17,21,25,18,,25,12
Monash,08/26/2013,7,20,27,33,22,39,39,12
Civic,08/26/2013,2,15,23,25,16,,25,12
Monash,08/25/2013,4,11,29,35,10,24,35,12
Civic,08/25/2013,2,8,24,30,11,,30,12
Civic,08/24/2013,2,10,22,27,9,,27,12
Monash,08/24/2013,5,11,27,32,8,20,32,12
Civic,08/23/2013,2,11,22,28,4,,28,12
Monash,08/23/2013,2,3,27,32,1,8,32,12
Monash,08/22/2013,1,4,27,32,5,14,32,12
Civic,08/22/2013,3,8,23,27,7,,27,12
Monash,08/21/2013,2,11,27,34,5,8,34,12
Civic,08/21/2013,2,13,24,29,8,,29,12
Monash,08/20/2013,3,5,29,36,5,8,36,12
Civic,08/20/2013,6,6,23,29,8,,29,12
Civic,08/19/2013,4,7,27,32,10,,32,12
Monash,08/19/2013,3,3,30,37,8,13,37,12
Monash,08/18/2013,5,2,28,35,9,17,35,12
Civic,08/18/2013,2,2,25,30,10,,30,12
Civic,08/17/2013,9,13,28,34,20,,34,12
Monash,08/17/2013,15,10,30,37,25,49,49,12
Civic,08/16/2013,12,22,22,23,21,,23,12
Monash,08/16/2013,15,25,29,35,24,54,54,12
Civic,08/15/2013,5,9,26,30,14,,30,12
Monash,08/15/2013,6,14,29,34,7,12,34,12
Civic,08/14/2013,2,7,25,31,13,,31,12
Monash,08/14/2013,3,2,29,36,9,9,36,12
Civic,08/13/2013,2,8,27,32,15,,32,12
Monash,08/13/2013,0,4,28,35,10,26,35,12
Monash,08/12/2013,12,13,28,33,18,35,35,12
Civic,08/12/2013,5,16,25,28,15,,28,12
Civic,08/11/2013,4,13,25,31,12,,31,12
Monash,08/11/2013,10,12,28,34,21,49,49,12
Civic,08/10/2013,2,13,25,30,12,,30,12
Monash,08/10/2013,2,14,30,35,10,26,35,12
Civic,08/09/2013,6,12,20,22,18,,22,12
Monash,08/09/2013,9,10,20,25,21,60,60,12
Civic,08/08/2013,6,21,24,28,15,,28,12
Monash,08/08/2013,4,21,25,31,14,37,37,12
Monash,08/07/2013,2,13,24,30,14,21,30,12
Civic,08/07/2013,3,17,21,26,14,,26,12
Monash,08/06/2013,0,7,27,33,15,14,33,12
Civic,08/06/2013,2,12,21,25,19,,25,12
Monash,08/05/2013,2,4,26,32,12,14,32,12
Civic,08/05/2013,2,11,23,28,18,,28,12
Civic,08/04/2013,1,5,27,32,11,,32,12
Monash,08/04/2013,2,3,29,35,8,10,35,12
Civic,08/03/2013,1,3,28,34,10,,34,12
Monash,08/03/2013,1,2,29,36,9,16,36,12
Monash,08/02/2013,10,11,30,36,26,50,50,12
Civic,08/02/2013,8,17,26,31,27,,31,12
Civic,08/01/2013,8,21,21,25,24,,25,12
Monash,08/01/2013,7,18,27,31,24,43,43,12
Monash,07/31/2013,3,21,27,33,11,22,33,12
Civic,07/31/2013,4,23,22,26,15,,26,12
Monash,07/30/2013,9,18,27,32,20,29,32,12
Civic,07/30/2013,7,18,21,26,21,,26,12
Civic,07/29/2013,12,22,18,21,30,,30,12
Monash,07/29/2013,11,19,25,29,33,76,76,12
Civic,07/28/2013,10,22,24,26,28,,28,12
Monash,07/28/2013,22,23,27,32,54,124,124,12
Monash,07/27/2013,17,25,27,33,51,114,114,12
Civic,07/27/2013,7,22,24,28,25,,28,12
Monash,07/26/2013,15,18,23,27,41,89,89,12
Civic,07/26/2013,5,17,19,23,27,,27,12
Monash,07/25/2013,14,19,19,21,41,86,86,12
Civic,07/25/2013,7,18,18,20,30,,30,12
Civic,07/24/2013,9,20,22,27,27,,27,12
Monash,07/24/2013,7,19,28,35,30,57,57,12
Monash,07/23/2013,6,14,26,32,9,15,32,12
Civic,07/23/2013,7,17,22,26,10,,26,12
Civic,07/22/2013,4,13,23,29,8,,29,12
Monash,07/22/2013,0,5,28,35,8,13,35,12
Monash,07/21/2013,0,1,29,36,4,10,36,12
Civic,07/21/2013,0,7,28,33,5,,33,12
Monash,07/20/2013,3,3,28,34,5,17,34,12
Civic,07/20/2013,1,4,25,30,9,,30,12
Civic,07/19/2013,2,13,20,22,15,,22,12
Monash,07/19/2013,5,9,24,28,16,21,28,12
Monash,07/18/2013,10,18,21,26,23,41,41,12
Civic,07/18/2013,8,16,16,19,21,,21,12
Civic,07/17/2013,9,17,18,21,15,,21,12
Monash,07/17/2013,6,17,22,25,18,27,27,12
Civic,07/16/2013,5,15,20,23,13,,23,12
Monash,07/16/2013,5,17,19,24,11,19,24,12
Civic,07/15/2013,7,14,15,17,30,,30,12
Monash,07/15/2013,11,12,18,22,24,44,44,12
Monash,07/14/2013,18,11,11,11,40,88,88,12
Civic,07/14/2013,6,12,11,15,24,,24,12
Monash,07/13/2013,15,16,22,26,40,88,88,12
Civic,07/13/2013,6,19,22,25,29,,29,12
Monash,07/12/2013,18,18,19,21,43,94,94,12
Civic,07/12/2013,8,21,14,14,29,,29,12
Civic,07/11/2013,13,26,20,18,24,,26,12
Monash,07/11/2013,15,21,25,25,31,62,62,12
Monash,07/10/2013,14,19,26,30,22,44,44,12
Civic,07/10/2013,6,24,22,22,17,,24,12
Monash,07/09/2013,11,13,30,36,,58,58,12
Civic,07/09/2013,5,15,26,31,16,,31,12
Monash,07/08/2013,10,20,27,32,23,56,56,12
Civic,07/08/2013,6,20,22,27,15,,27,12
Civic,07/07/2013,3,14,27,31,14,,31,12
Monash,07/07/2013,6,15,29,36,15,33,36,12
Monash,07/06/2013,4,5,31,38,9,14,38,12
Civic,07/06/2013,2,8,27,34,14,,34,12
Monash,07/05/2013,2,3,31,39,16,11,39,12
Civic,07/05/2013,2,11,29,35,13,,35,12
Monash,07/04/2013,20,9,29,36,40,79,79,12
Civic,07/04/2013,10,15,25,30,22,,30,12
Monash,07/03/2013,16,12,12,13,32,69,69,12
Civic,07/03/2013,10,14,12,13,20,,20,12
Civic,07/02/2013,6,10,8,9,17,,17,12
Monash,07/02/2013,20,14,7,6,37,84,84,12
Civic,07/01/2013,8,13,11,12,17,,17,12
Monash,07/01/2013,15,13,14,14,33,77,77,12
Monash,06/30/2013,10,19,27,33,25,54,54,12
Civic,06/30/2013,5,14,25,31,11,,31,12
Monash,06/29/2013,8,13,27,32,20,35,35,12
Civic,06/29/2013,3,14,24,28,13,,28,12
Civic,06/28/2013,4,15,21,24,13,,24,12
Monash,06/28/2013,7,20,26,31,17,31,31,12
Civic,06/27/2013,4,13,22,24,17,,24,12
Monash,06/27/2013,7,16,27,33,15,24,33,12
Monash,06/26/2013,4,18,28,35,9,9,35,12
Civic,06/26/2013,5,16,25,30,12,,30,12
Monash,06/25/2013,1,2,30,37,8,7,37,12
Civic,06/25/2013,1,7,30,37,8,,37,12
Monash,06/24/2013,2,5,29,35,3,5,35,12
Civic,06/24/2013,2,12,30,34,4,,34,12
Monash,06/23/2013,10,12,27,33,22,56,56,12
Civic,06/23/2013,4,8,25,31,19,,31,12
Civic,06/22/2013,12,13,24,28,41,,41,12
Monash,06/22/2013,23,16,25,31,47,99,99,12
Monash,06/21/2013,19,23,28,32,44,94,94,12
Civic,06/21/2013,16,26,22,22,33,,33,12
Civic,06/20/2013,6,21,23,29,13,,29,12
Monash,06/20/2013,6,21,27,34,14,26,34,12
Monash,06/19/2013,5,14,30,37,7,23,37,12
Civic,06/19/2013,3,15,28,36,7,,36,12
Monash,06/18/2013,15,9,27,32,32,75,75,12
Civic,06/18/2013,5,16,27,31,17,,31,12
Monash,06/17/2013,10,17,28,32,27,61,61,12
Civic,06/17/2013,8,18,23,24,23,,24,12
Civic,06/16/2013,8,17,25,30,18,,30,12
Monash,06/16/2013,6,16,27,34,14,30,34,12
Monash,06/15/2013,2,5,30,38,4,9,38,12
Civic,06/15/2013,4,17,29,35,6,,35,12
Monash,06/14/2013,4,13,29,35,4,10,35,12
Civic,06/14/2013,4,17,27,33,9,,33,12
Civic,06/13/2013,8,17,21,26,21,,26,12
Monash,06/13/2013,11,10,25,31,16,27,31,12
Civic,06/12/2013,10,17,7,6,25,,25,12
Monash,06/12/2013,23,8,9,7,51,97,97,12
Civic,06/11/2013,12,27,21,22,25,,27,12
Monash,06/11/2013,19,11,19,20,38,65,65,12
Monash,06/10/2013,20,13,17,18,54,124,124,12
Civic,06/10/2013,7,11,18,19,30,,30,12
Civic,06/09/2013,8,20,25,27,23,,27,12
Monash,06/09/2013,19,20,23,28,53,121,121,12
Civic,06/08/2013,5,20,22,26,17,,26,12
Monash,06/08/2013,13,17,26,30,41,93,93,12
Civic,06/07/2013,4,18,22,26,20,,26,12
Monash,06/07/2013,6,20,23,28,18,41,41,12
Monash,06/06/2013,8,14,21,23,23,52,52,12
Civic,06/06/2013,6,17,18,21,25,,25,12
Monash,06/05/2013,18,18,15,17,43,109,109,12
Civic,06/05/2013,9,21,18,16,25,,25,12
Monash,06/04/2013,17,18,21,26,31,,31,12
Civic,06/04/2013,11,20,16,14,26,,26,12
Monash,06/03/2013,14,15,21,28,29,24,29,12
Civic,06/03/2013,8,20,19,22,20,,22,12
Civic,06/02/2013,3,7,26,32,8,,32,12
Monash,06/02/2013,6,12,26,32,7,16,32,12
Civic,06/01/2013,10,13,13,15,25,,25,12
Monash,06/01/2013,17,10,15,18,38,62,62,12
Monash,05/31/2013,19,17,21,24,48,81,81,12
Civic,05/31/2013,13,24,19,23,32,,32,12
Monash,05/30/2013,16,20,19,19,42,70,70,12
Civic,05/30/2013,15,25,18,19,30,,30,12
Monash,05/29/2013,15,20,24,27,41,108,108,12
Civic,05/29/2013,10,24,22,25,25,,25,12
Civic,05/28/2013,16,29,24,21,23,,29,12
Monash,05/28/2013,13,21,26,29,35,,35,12
Civic,05/27/2013,7,22,24,30,21,,30,12
Monash,05/27/2013,20,20,24,30,47,,47,12
Monash,05/26/2013,21,14,12,14,52,,52,12
Civic,05/26/2013,7,13,14,15,21,,21,12
Civic,05/25/2013,7,16,18,19,17,,19,12
Monash,05/25/2013,18,16,17,21,39,,39,12
Monash,05/24/2013,10,16,26,31,19,,31,12
Civic,05/24/2013,7,17,23,28,13,,28,12
Monash,05/23/2013,3,3,24,30,15,,30,12
Civic,05/23/2013,2,13,24,29,24,,29,12
Monash,05/22/2013,8,15,17,22,24,,24,12
Civic,05/22/2013,6,21,11,13,26,,26,12
Civic,05/21/2013,5,21,23,28,16,,28,12
Monash,05/21/2013,5,19,27,33,15,,33,12
Monash,05/20/2013,11,18,25,30,22,,30,12
Civic,05/20/2013,3,17,21,25,18,,25,12
Monash,05/19/2013,13,16,23,28,27,,28,12
Civic,05/19/2013,4,12,19,23,15,,23,12
Civic,05/18/2013,3,15,21,25,17,,25,12
Monash,05/18/2013,11,15,21,26,23,,26,12
Civic,05/17/2013,4,19,24,29,12,,29,12
Monash,05/17/2013,8,19,27,32,10,,32,12
Monash,05/16/2013,2,4,27,34,6,,34,12
Civic,05/16/2013,2,8,24,30,6,,30,12
Civic,05/15/2013,3,14,21,24,11,,24,12
Monash,05/15/2013,3,11,24,28,10,,28,12
Civic,05/14/2013,3,16,22,26,16,,26,12
Monash,05/14/2013,4,9,26,31,18,,31,12
Monash,05/13/2013,17,22,21,26,56,,56,12
Civic,05/13/2013,7,20,16,19,43,,43,12
Monash,05/12/2013,12,22,33,40,52,,52,12
Civic,05/12/2013,8,23,32,38,44,,44,12
Monash,05/11/2013,10,17,31,38,41,,41,12
Civic,05/11/2013,4,15,31,35,33,,35,12
Civic,05/10/2013,6,18,27,31,34,,34,12
Monash,05/10/2013,13,19,33,39,36,,39,12
Civic,05/09/2013,11,27,29,25,33,,33,12
Monash,05/09/2013,13,17,28,34,33,,34,12
Monash,05/08/2013,9,23,29,33,21,,33,12
Civic,05/08/2013,8,27,27,29,25,,29,12
Monash,05/07/2013,5,15,26,31,14,,31,12
Civic,05/07/2013,3,20,25,28,15,,28,12
Monash,05/06/2013,2,16,27,33,17,,33,12
Civic,05/06/2013,2,15,25,29,19,,29,12
Monash,05/05/2013,3,13,29,35,18,,35,12
Civic,05/05/2013,2,7,30,36,21,,36,12
Monash,05/04/2013,2,3,29,36,18,,36,12
Civic,05/04/2013,4,7,26,33,22,,33,12
Civic,05/03/2013,6,26,22,25,17,,26,12
Monash,05/03/2013,10,10,28,33,22,,33,12
Civic,05/02/2013,3,15,23,27,15,,27,12
Monash,05/02/2013,5,16,24,30,14,,30,12
Civic,05/01/2013,8,9,22,25,20,,25,12
Monash,05/01/2013,7,14,26,32,20,,32,12
Civic,04/30/2013,10,24,18,22,43,,43,12
Monash,04/30/2013,4,16,25,30,22,,30,12
Monash,04/29/2013,8,13,24,29,31,,31,12
Civic,04/29/2013,10,16,22,25,53,,53,12
Civic,04/28/2013,4,21,24,30,28,,30,12
Monash,04/28/2013,8,19,26,32,27,,32,12
Civic,04/27/2013,3,17,27,31,26,,31,12
Monash,04/27/2013,7,11,29,35,24,,35,12
Monash,04/26/2013,6,14,22,28,18,,28,12
Civic,04/26/2013,3,12,20,25,18,,25,12
Civic,04/25/2013,6,12,23,27,26,,27,12
Monash,04/25/2013,14,12,23,29,32,,32,12
Monash,04/24/2013,10,21,26,31,29,,31,12
Civic,04/24/2013,4,17,24,30,21,,30,12
Monash,04/23/2013,6,17,25,30,15,,30,12
Civic,04/23/2013,4,19,19,24,16,,24,12
Monash,04/22/2013,7,7,25,30,19,,30,12
Civic,04/22/2013,4,13,22,23,17,,23,12
Civic,04/21/2013,4,17,24,29,12,,29,12
Monash,04/21/2013,7,19,25,31,15,,31,12
Civic,04/20/2013,1,6,23,28,14,,28,12
Monash,04/20/2013,3,4,22,29,9,,29,12
Monash,04/19/2013,3,2,24,30,14,,30,12
Civic,04/19/2013,1,4,24,29,20,,29,12
Civic,04/18/2013,2,11,28,34,18,,34,12
Monash,04/18/2013,1,4,29,34,14,,34,12
Monash,04/17/2013,1,16,31,37,13,,37,12
Civic,04/17/2013,3,9,30,33,20,,33,12
Civic,04/16/2013,2,7,22,27,27,,27,12
Monash,04/16/2013,0,7,23,25,,,25,12
Civic,04/15/2013,5,24,24,30,35,,35,12
Monash,04/15/2013,,,,,,,,12
Civic,04/14/2013,6,25,29,36,29,,36,12
Monash,04/14/2013,,,,,,,,12
Civic,04/13/2013,6,23,28,34,39,,39,12
Monash,04/13/2013,,,,,,,,12
Civic,04/12/2013,7,22,30,36,67,,67,12
Monash,04/12/2013,5,0,35,37,74,,74,12
Monash,04/11/2013,4,0,43,48,49,,49,12
Civic,04/11/2013,4,9,40,47,50,,50,12
Monash,04/10/2013,3,0,28,19,22,37,37,12
Civic,04/10/2013,5,26,21,13,24,,26,12
Civic,04/09/2013,3,8,29,32,38,,38,12
Monash,04/09/2013,3,12,28,33,29,47,47,12
Civic,04/08/2013,3,7,31,37,33,,37,12
Monash,04/08/2013,3,12,32,40,27,47,47,12
Monash,04/07/2013,5,11,29,36,24,50,50,12
Civic,04/07/2013,2,9,31,34,15,,34,12
Monash,04/06/2013,3,8,27,33,14,60,60,12
Civic,04/06/2013,2,7,24,28,15,,28,12
Civic,04/05/2013,2,12,25,29,29,,29,12
Monash,04/05/2013,5,12,29,34,25,60,60,12
Civic,04/04/2013,2,11,,,29,,29,12
Monash,04/04/2013,3,12,21,25,23,70,70,12
Monash,04/03/2013,2,3,21,26,17,70,70,12
Civic,04/03/2013,1,6,,,25,,25,12
Monash,04/02/2013,5,14,27,33,23,57,57,12
Civic,04/02/2013,3,10,,,25,,25,12
Civic,04/01/2013,4,8,,,15,,15,12
Monash,04/01/2013,3,8,26,31,17,57,57,12
Civic,03/31/2013,3,10,,,15,,15,12
Monash,03/31/2013,2,11,22,28,17,,28,12
Civic,03/30/2013,2,5,,,16,,16,12
Monash,03/30/2013,4,6,28,35,22,,35,12
Monash,03/29/2013,6,7,28,34,14,,34,12
Civic,03/29/2013,3,7,,,17,,17,12
Civic,03/28/2013,7,9,,,26,,26,12
Monash,03/28/2013,6,13,26,32,27,,32,12
Monash,03/27/2013,5,22,38,46,31,,46,12
Civic,03/27/2013,9,23,,,36,,36,12
Civic,03/26/2013,9,30,,,33,,33,12
Monash,03/26/2013,5,21,37,45,30,,45,12
Monash,03/25/2013,4,12,41,50,28,,50,12
Civic,03/25/2013,3,11,,,27,,27,12
Civic,03/24/2013,9,19,,,33,,33,12
Monash,03/24/2013,3,19,31,37,28,,37,12
Civic,03/23/2013,7,16,,,68,,68,12
Monash,03/23/2013,1,14,26,32,75,,75,12
Civic,03/22/2013,4,15,,,56,,56,12
Monash,03/22/2013,1,5,27,33,66,,66,12
Civic,03/21/2013,4,11,,,29,,29,12
Monash,03/21/2013,3,8,26,32,29,,32,12
Civic,03/20/2013,3,9,,,24,,24,12
Monash,03/20/2013,1,7,34,42,36,,42,12
Monash,03/19/2013,3,12,24,29,26,,29,12
Civic,03/19/2013,2,10,,,19,,19,12
Monash,03/18/2013,1,6,22,27,11,,27,12
Civic,03/18/2013,3,10,,,16,,16,12
Civic,03/17/2013,3,3,,,37,,37,12
Monash,03/17/2013,0,1,27,33,21,,33,12
Monash,03/16/2013,1,3,44,51,26,,51,12
Civic,03/16/2013,4,29,,,36,,36,12
Monash,03/15/2013,2,6,36,43,28,,43,12
Civic,03/15/2013,2,7,,,31,,31,12
Civic,03/14/2013,3,4,,,37,,37,12
Monash,03/14/2013,7,14,40,45,45,,45,12
Monash,03/13/2013,5,21,38,47,33,,47,12
Civic,03/13/2013,4,18,32,37,,,37,12
Monash,03/12/2013,1,10,37,45,18,,45,12
Civic,03/12/2013,2,9,26,30,,,30,12
Civic,03/11/2013,2,8,27,34,,,34,12
Monash,03/11/2013,3,8,31,37,32,,37,12
Monash,03/10/2013,5,10,40,48,29,,48,12
Civic,03/10/2013,3,7,47,52,,,52,12
Monash,03/09/2013,3,12,37,45,19,,45,12
Civic,03/09/2013,3,15,33,39,,,39,12
Monash,03/08/2013,2,10,33,38,22,,38,12
Civic,03/08/2013,3,11,24,29,0,,29,12
Civic,03/07/2013,4,20,46,53,0,,53,12
Monash,03/07/2013,2,13,35,37,,,37,12
Monash,03/06/2013,1,9,22,28,,,28,12
Civic,03/06/2013,5,20,30,35,2,,35,12
Monash,03/05/2013,1,6,29,36,12,,36,12
Civic,03/05/2013,2,10,26,31,13,,31,12
Civic,03/04/2013,3,10,16,19,13,,19,12
Monash,03/04/2013,1,5,18,22,11,,22,12
Monash,03/03/2013,1,1,19,24,14,,24,12
Civic,03/03/2013,1,2,16,22,15,,22,12
Monash,03/02/2013,0,1,22,26,13,,26,12
Civic,03/02/2013,1,3,20,24,15,,24,12
Civic,03/01/2013,1,4,19,22,12,,22,12
Monash,03/01/2013,1,1,20,25,12,,25,12
Civic,02/28/2013,3,8,16,19,19,,19,12
Monash,02/28/2013,2,7,18,22,18,,22,12
Monash,02/27/2013,2,11,23,26,26,,26,12
Civic,02/27/2013,4,10,16,19,25,,25,12
Civic,02/26/2013,3,11,24,31,28,,31,12
Monash,02/26/2013,2,7,36,39,31,,39,12
Civic,02/25/2013,3,7,36,41,19,,41,12
Monash,02/25/2013,2,8,37,42,19,,42,12
Monash,02/24/2013,1,6,23,26,10,,26,12
Civic,02/24/2013,3,7,17,19,8,,19,12
Monash,02/23/2013,0,2,17,21,11,,21,12
Civic,02/23/2013,1,4,16,20,14,,20,12
Monash,02/22/2013,1,3,17,21,10,,21,12
Civic,02/22/2013,2,7,16,18,21,,21,12
Civic,02/21/2013,2,12,18,22,23,,23,12
Monash,02/21/2013,1,6,21,26,23,,26,12
Civic,02/20/2013,2,12,24,29,28,,29,12
Monash,02/20/2013,1,7,27,33,27,,33,12
Monash,02/19/2013,2,10,32,40,23,,40,12
Civic,02/19/2013,2,16,34,39,24,,39,12
Civic,02/18/2013,2,9,27,33,15,,33,12
Monash,02/18/2013,1,7,29,36,15,,36,12
Monash,02/17/2013,1,2,21,25,9,,25,12
Civic,02/17/2013,2,2,18,21,11,,21,12
Monash,02/16/2013,1,6,18,23,12,,23,12
Civic,02/16/2013,1,3,17,20,12,,20,12
Civic,02/15/2013,2,7,21,27,17,,27,12
Monash,02/15/2013,1,6,24,29,24,,29,12
Civic,02/14/2013,2,8,23,28,16,,28,12
Monash,02/14/2013,1,9,31,38,19,,38,12
Civic,02/13/2013,2,9,21,25,21,,25,12
Monash,02/13/2013,0,7,25,30,21,,30,12
Civic,02/12/2013,2,7,26,30,19,,30,12
Monash,02/12/2013,0,6,30,36,19,,36,12
Monash,02/11/2013,1,4,18,21,14,,21,12
Civic,02/11/2013,2,6,16,18,14,,18,12
Monash,02/10/2013,2,10,35,42,26,,42,12
Civic,02/10/2013,3,12,32,39,28,,39,12
Civic,02/09/2013,3,16,37,44,30,,44,12
Monash,02/09/2013,1,14,38,47,32,,47,12
Monash,02/08/2013,1,17,42,48,33,,48,12
Civic,02/08/2013,5,17,35,44,33,,44,12
Civic,02/07/2013,7,26,35,42,32,,42,12
Monash,02/07/2013,1,20,38,45,30,,45,12
Civic,02/06/2013,2,9,37,45,25,,45,12
Monash,02/06/2013,0,5,37,46,27,,46,12
Monash,02/05/2013,0,1,35,43,20,,43,12
Civic,02/05/2013,2,6,29,34,19,,34,12
Monash,02/04/2013,1,2,35,39,21,,39,12
Civic,02/04/2013,2,5,28,33,20,,33,12
Monash,02/03/2013,1,3,17,20,10,,20,12
Civic,02/03/2013,1,2,17,21,9,,21,12
Civic,02/02/2013,1,4,21,26,16,,26,12
Monash,02/02/2013,1,5,21,26,16,,26,12
Monash,02/01/2013,3,14,24,29,32,,32,12
Civic,02/01/2013,3,12,23,25,30,,30,12
Monash,01/31/2013,3,22,40,46,33,,46,12
Civic,01/31/2013,3,21,34,40,34,,40,12
Monash,01/30/2013,0,3,38,47,28,,47,12
Civic,01/30/2013,2,8,35,42,27,,42,12
Monash,01/29/2013,1,2,18,22,9,,22,12
Civic,01/29/2013,2,6,23,25,16,,25,12
Monash,01/28/2013,1,2,24,30,14,,30,12
Civic,01/28/2013,1,3,20,25,0,,25,12
Monash,01/27/2013,2,5,40,49,16,,49,12
Civic,01/27/2013,1,5,40,47,0,,47,12
Monash,01/26/2013,2,3,30,39,24,,39,12
Civic,01/26/2013,1,4,26,31,0,,31,12
Monash,01/25/2013,2,8,43,51,23,,51,12
Civic,01/25/2013,2,7,42,50,8,,50,12
Monash,01/24/2013,1,4,39,47,19,,47,12
Civic,01/24/2013,1,7,29,36,24,,36,12
Civic,01/23/2013,2,4,30,36,31,,36,12
Monash,01/23/2013,2,4,35,41,30,,41,12
Civic,01/22/2013,2,12,40,47,33,,47,12
Monash,01/22/2013,2,12,43,54,34,,54,12
Monash,01/21/2013,1,3,43,50,24,,50,12
Civic,01/21/2013,2,8,43,50,22,,50,12
Monash,01/20/2013,1,1,35,42,16,,42,12
Civic,01/20/2013,2,3,15,13,16,,16,12
Civic,01/19/2013,2,3,13,16,51,,51,12
Monash,01/19/2013,1,1,27,32,43,,43,12
Monash,01/18/2013,3,19,41,50,42,,50,12
Civic,01/18/2013,11,21,20,25,50,,50,12
Civic,01/17/2013,7,27,30,30,36,,36,12
Monash,01/17/2013,2,31,50,57,34,,57,12
Civic,01/16/2013,2,8,18,21,31,,31,12
Monash,01/16/2013,3,7,43,51,35,,51,12
Civic,01/15/2013,2,9,18,18,23,,23,12
Monash,01/15/2013,2,6,36,44,24,,44,12
Monash,01/14/2013,0,2,19,24,45,,45,12
Civic,01/14/2013,2,5,8,14,48,,48,12
Civic,01/13/2013,6,5,27,27,57,,57,12
Monash,01/13/2013,3,4,40,46,51,,51,12
Civic,01/12/2013,5,13,27,28,41,,41,12
Monash,01/12/2013,3,16,39,48,39,,48,12
Civic,01/11/2013,5,32,32,34,42,,42,12
Monash,01/11/2013,2,23,48,58,46,,58,12
Monash,01/10/2013,2,2,41,49,52,,52,12
Civic,01/10/2013,3,5,19,23,54,,54,12
Civic,01/09/2013,3,8,15,25,67,,67,12
Monash,01/09/2013,1,3,31,42,72,,72,12
Monash,01/08/2013,2,13,40,47,66,,66,12
Civic,01/08/2013,2,14,26,31,61,,61,12
Civic,01/07/2013,3,21,38,35,28,,38,12
Monash,01/07/2013,2,29,46,52,28,,52,12
Civic,01/06/2013,2,10,28,31,38,,38,12
Monash,01/06/2013,1,7,51,59,36,,59,12
Monash,01/05/2013,2,14,45,51,32,,51,12
Civic,01/05/2013,2,8,23,30,36,,36,12
